transcript	cod_idx	length	frame	cts
YAL003W	20	30	1	44
YAL003W	20	30	2	57
YAL003W	20	31	1	14
YAL003W	21	27	0	235
YAL003W	21	28	0	163
YAL003W	21	28	2	169
YAL003W	21	29	0	160
YAL003W	21	29	1	78
YAL003W	21	29	2	93
YAL003W	21	30	1	50
YAL003W	21	30	2	142
YAL003W	21	31	1	52
YAL003W	22	27	0	165
YAL003W	22	28	0	284
YAL003W	22	28	2	121
YAL003W	22	29	0	4
YAL003W	22	29	1	289
YAL003W	22	29	2	188
YAL003W	22	30	1	518
YAL003W	22	30	2	3
YAL003W	22	31	1	8
YAL003W	23	27	0	446
YAL003W	23	28	0	735
YAL003W	23	28	2	141
YAL003W	23	29	0	566
YAL003W	23	29	1	133
YAL003W	23	29	2	193
YAL003W	23	30	1	211
YAL003W	23	30	2	135
YAL003W	23	31	1	154
YAL003W	24	27	0	230
YAL003W	24	28	0	123
YAL003W	24	28	2	178
YAL003W	24	29	0	100
YAL003W	24	29	1	204
YAL003W	24	29	2	82
YAL003W	24	30	1	103
YAL003W	24	30	2	49
YAL003W	24	31	1	91
YAL003W	25	27	0	8
YAL003W	25	28	0	4
YAL003W	25	29	0	2
YAL003W	25	29	1	3
YAL003W	25	29	2	3
YAL003W	25	30	1	4
YAL003W	25	31	1	5
YAL003W	26	27	0	90
YAL003W	26	28	0	130
YAL003W	26	28	2	100
YAL003W	26	29	0	94
YAL003W	26	29	1	107
YAL003W	26	29	2	133
YAL003W	26	30	1	175
YAL003W	26	30	2	102
YAL003W	26	31	1	113
YAL003W	27	27	0	268
YAL003W	27	28	0	228
YAL003W	27	28	2	164
YAL003W	27	29	0	201
YAL003W	27	29	1	346
YAL003W	27	29	2	127
YAL003W	27	30	1	325
YAL003W	27	30	2	103
YAL003W	27	31	1	280
YAL003W	28	27	0	142
YAL003W	28	28	0	134
YAL003W	28	28	2	38
YAL003W	28	29	0	67
YAL003W	28	29	1	36
YAL003W	28	29	2	54
YAL003W	28	30	1	48
YAL003W	28	30	2	17
YAL003W	28	31	1	28
YAL003W	29	27	0	42
YAL003W	29	28	0	67
YAL003W	29	28	2	113
YAL003W	29	29	0	27
YAL003W	29	29	1	32
YAL003W	29	29	2	194
YAL003W	29	30	1	52
YAL003W	29	30	2	68
YAL003W	29	31	1	20
YAL003W	31	27	0	37
YAL003W	31	28	0	32
YAL003W	31	28	2	31
YAL003W	31	29	0	22
YAL003W	31	29	1	25
YAL003W	31	29	2	28
YAL003W	31	30	1	24
YAL003W	31	30	2	22
YAL003W	31	31	1	16
YAL003W	32	27	0	72
YAL003W	32	28	0	58
YAL003W	32	28	2	156
YAL003W	32	29	0	60
YAL003W	32	29	1	90
YAL003W	32	29	2	96
YAL003W	32	30	1	54
YAL003W	32	30	2	117
YAL003W	32	31	1	77
YAL003W	33	27	0	162
YAL003W	33	28	0	283
YAL003W	33	28	2	24
YAL003W	33	29	0	202
YAL003W	33	29	1	21
YAL003W	33	29	2	55
YAL003W	33	30	1	37
YAL003W	33	30	2	24
YAL003W	33	31	1	33
YAL003W	34	27	0	205
YAL003W	34	28	0	166
YAL003W	34	28	2	147
YAL003W	34	29	0	76
YAL003W	34	29	1	129
YAL003W	34	29	2	99
YAL003W	34	30	1	84
YAL003W	34	30	2	60
YAL003W	34	31	1	65
YAL003W	35	27	0	26
YAL003W	35	28	0	24
YAL003W	35	28	2	24
YAL003W	35	29	0	26
YAL003W	35	29	1	14
YAL003W	35	29	2	16
YAL003W	35	30	1	16
YAL003W	35	30	2	16
YAL003W	35	31	1	8
YAL003W	36	27	0	195
YAL003W	36	28	0	255
YAL003W	36	28	2	48
YAL003W	36	29	0	158
YAL003W	36	29	1	34
YAL003W	36	29	2	60
YAL003W	36	30	1	52
YAL003W	36	30	2	39
YAL003W	36	31	1	25
YAL003W	37	27	0	39
YAL003W	37	28	0	29
YAL003W	37	28	2	80
YAL003W	37	29	0	10
YAL003W	37	29	1	16
YAL003W	37	29	2	60
YAL003W	37	30	1	20
YAL003W	37	30	2	36
YAL003W	37	31	1	13
YAL003W	38	27	0	36
YAL003W	38	28	0	43
YAL003W	38	28	2	47
YAL003W	38	29	0	21
YAL003W	38	29	1	31
YAL003W	38	29	2	44
YAL003W	38	30	1	32
YAL003W	38	30	2	25
YAL003W	38	31	1	15
YAL003W	39	27	0	143
YAL003W	39	28	0	163
YAL003W	39	28	2	156
YAL003W	39	29	0	88
YAL003W	39	29	1	149
YAL003W	39	29	2	179
YAL003W	39	30	1	196
YAL003W	39	30	2	88
YAL003W	39	31	1	106
YAL003W	40	27	0	45
YAL003W	40	28	0	85
YAL003W	40	28	2	34
YAL003W	40	29	0	43
YAL003W	40	29	1	91
YAL003W	40	29	2	57
YAL003W	40	30	1	122
YAL003W	40	30	2	37
YAL003W	40	31	1	100
YAL003W	41	27	0	166
YAL003W	41	28	0	121
YAL003W	41	28	2	27
YAL003W	41	29	0	70
YAL003W	41	29	1	48
YAL003W	41	29	2	26
YAL003W	41	30	1	46
YAL003W	41	30	2	12
YAL003W	41	31	1	19
YAL003W	42	27	0	113
YAL003W	42	28	0	150
YAL003W	42	28	2	73
YAL003W	42	29	0	82
YAL003W	42	29	1	68
YAL003W	42	29	2	92
YAL003W	42	30	1	82
YAL003W	42	30	2	43
YAL003W	42	31	1	58
YAL003W	43	27	0	23
YAL003W	43	28	0	64
YAL003W	43	28	2	30
YAL003W	43	29	0	25
YAL003W	43	29	1	31
YAL003W	43	29	2	71
YAL003W	43	30	1	74
YAL003W	43	30	2	18
YAL003W	43	31	1	33
YAL003W	44	27	0	87
YAL003W	44	28	0	87
YAL003W	44	28	2	48
YAL003W	44	29	0	41
YAL003W	44	29	1	75
YAL003W	44	29	2	53
YAL003W	44	30	1	80
YAL003W	44	30	2	21
YAL003W	44	31	1	38
YAL003W	45	27	0	183
YAL003W	45	28	0	174
YAL003W	45	28	2	67
YAL003W	45	29	0	105
YAL003W	45	29	1	140
YAL003W	45	29	2	85
YAL003W	45	30	1	129
YAL003W	45	30	2	45
YAL003W	45	31	1	90
YAL003W	46	27	0	217
YAL003W	46	28	0	160
YAL003W	46	28	2	147
YAL003W	46	29	0	257
YAL003W	46	29	1	155
YAL003W	46	29	2	127
YAL003W	46	30	1	164
YAL003W	46	30	2	179
YAL003W	46	31	1	182
YAL003W	47	27	0	148
YAL003W	47	28	0	272
YAL003W	47	28	2	196
YAL003W	47	29	0	117
YAL003W	47	29	1	143
YAL003W	47	29	2	382
YAL003W	47	30	1	321
YAL003W	47	30	2	200
YAL003W	47	31	1	155
YAL003W	48	27	0	161
YAL003W	48	28	0	181
YAL003W	48	28	2	128
YAL003W	48	29	0	56
YAL003W	48	29	1	49
YAL003W	48	29	2	153
YAL003W	48	30	1	54
YAL003W	48	30	2	70
YAL003W	48	31	1	8
YAL003W	49	27	0	78
YAL003W	49	28	0	53
YAL003W	49	28	2	59
YAL003W	49	29	0	46
YAL003W	49	29	1	47
YAL003W	49	29	2	44
YAL003W	49	30	1	37
YAL003W	49	30	2	39
YAL003W	49	31	1	36
YAL003W	50	27	0	204
YAL003W	50	28	0	201
YAL003W	50	28	2	165
YAL003W	50	29	0	102
YAL003W	50	29	1	181
YAL003W	50	29	2	173
YAL003W	50	30	1	180
YAL003W	50	30	2	87
YAL003W	50	31	1	74
YAL003W	51	27	0	1242
YAL003W	51	28	0	718
YAL003W	51	28	2	941
YAL003W	51	29	0	814
YAL003W	51	29	1	1166
YAL003W	51	29	2	541
YAL003W	51	30	1	713
YAL003W	51	30	2	595
YAL003W	51	31	1	743
YAL003W	52	27	0	14
YAL003W	52	28	0	28
YAL003W	52	28	2	30
YAL003W	52	29	0	14
YAL003W	52	29	1	15
YAL003W	52	29	2	49
YAL003W	52	30	1	15
YAL003W	52	30	2	49
YAL003W	52	31	1	19
YAL003W	53	27	0	38
YAL003W	53	28	0	30
YAL003W	53	28	2	125
YAL003W	53	29	0	23
YAL003W	53	29	1	49
YAL003W	53	29	2	94
YAL003W	53	30	1	39
YAL003W	53	30	2	88
YAL003W	53	31	1	22
YAL003W	54	27	0	393
YAL003W	54	28	0	384
YAL003W	54	28	2	168
YAL003W	54	29	0	264
YAL003W	54	29	1	209
YAL003W	54	29	2	141
YAL003W	54	30	1	180
YAL003W	54	30	2	106
YAL003W	54	31	1	137
YAL003W	55	27	0	144
YAL003W	55	28	0	194
YAL003W	55	28	2	71
YAL003W	55	29	0	99
YAL003W	55	29	1	85
YAL003W	55	29	2	91
YAL003W	55	30	1	112
YAL003W	55	30	2	43
YAL003W	55	31	1	71
YAL003W	56	27	0	75
YAL003W	56	28	0	85
YAL003W	56	28	2	168
YAL003W	56	29	0	36
YAL003W	56	29	1	23
YAL003W	56	29	2	200
YAL003W	56	30	1	34
YAL003W	56	30	2	89
YAL003W	56	31	1	16
YAL003W	57	27	0	102
YAL003W	57	28	0	90
YAL003W	57	28	2	95
YAL003W	57	29	0	2
YAL003W	57	29	1	41
YAL003W	57	29	2	79
YAL003W	57	30	1	36
YAL003W	57	30	2	1
YAL003W	57	31	1	3
YAL003W	58	27	0	308
YAL003W	58	28	0	367
YAL003W	58	28	2	192
YAL003W	58	29	0	152
YAL003W	58	29	1	252
YAL003W	58	29	2	210
YAL003W	58	30	1	317
YAL003W	58	30	2	84
YAL003W	58	31	1	120
YAL003W	59	27	0	43
YAL003W	59	28	0	45
YAL003W	59	28	2	48
YAL003W	59	29	0	34
YAL003W	59	29	1	68
YAL003W	59	29	2	59
YAL003W	59	30	1	89
YAL003W	59	30	2	33
YAL003W	59	31	1	52
YAL003W	60	27	0	648
YAL003W	60	28	0	485
YAL003W	60	28	2	163
YAL003W	60	29	0	280
YAL003W	60	29	1	377
YAL003W	60	29	2	115
YAL003W	60	30	1	275
YAL003W	60	30	2	76
YAL003W	60	31	1	176
YAL003W	61	27	0	125
YAL003W	61	28	0	130
YAL003W	61	28	2	96
YAL003W	61	29	0	66
YAL003W	61	29	1	147
YAL003W	61	29	2	71
YAL003W	61	30	1	175
YAL003W	61	30	2	58
YAL003W	61	31	1	90
YAL003W	62	27	0	101
YAL003W	62	28	0	111
YAL003W	62	28	2	17
YAL003W	62	29	0	73
YAL003W	62	29	1	21
YAL003W	62	29	2	37
YAL003W	62	30	1	30
YAL003W	62	30	2	17
YAL003W	62	31	1	17
YAL003W	63	27	0	191
YAL003W	63	28	0	421
YAL003W	63	28	2	96
YAL003W	63	29	0	205
YAL003W	63	29	1	133
YAL003W	63	29	2	199
YAL003W	63	30	1	272
YAL003W	63	30	2	98
YAL003W	63	31	1	135
YAL003W	64	27	0	35
YAL003W	64	28	0	54
YAL003W	64	28	2	16
YAL003W	64	29	0	30
YAL003W	64	29	1	33
YAL003W	64	29	2	23
YAL003W	64	30	1	43
YAL003W	64	30	2	16
YAL003W	64	31	1	27
YAL003W	65	27	0	30
YAL003W	65	28	0	40
YAL003W	65	28	2	51
YAL003W	65	29	0	22
YAL003W	65	29	1	45
YAL003W	65	29	2	38
YAL003W	65	30	1	43
YAL003W	65	30	2	16
YAL003W	65	31	1	28
YAL003W	66	27	0	120
YAL003W	66	28	0	242
YAL003W	66	28	2	168
YAL003W	66	29	0	153
YAL003W	66	29	1	330
YAL003W	66	29	2	246
YAL003W	66	30	1	608
YAL003W	66	30	2	161
YAL003W	66	31	1	390
YAL003W	67	27	0	53
YAL003W	67	28	0	54
YAL003W	67	28	2	134
YAL003W	67	29	0	50
YAL003W	67	29	1	47
YAL003W	67	29	2	178
YAL003W	67	30	1	38
YAL003W	67	30	2	132
YAL003W	67	31	1	22
YAL003W	68	27	0	34
YAL003W	68	28	0	43
YAL003W	68	28	2	36
YAL003W	68	29	0	29
YAL003W	68	29	1	59
YAL003W	68	29	2	27
YAL003W	68	30	1	82
YAL003W	68	30	2	22
YAL003W	68	31	1	46
YAL003W	69	27	0	109
YAL003W	69	28	0	139
YAL003W	69	28	2	34
YAL003W	69	29	0	75
YAL003W	69	29	1	75
YAL003W	69	29	2	59
YAL003W	69	30	1	82
YAL003W	69	30	2	42
YAL003W	69	31	1	62
YAL003W	70	27	0	51
YAL003W	70	28	0	74
YAL003W	70	28	2	51
YAL003W	70	29	0	25
YAL003W	70	29	1	54
YAL003W	70	29	2	47
YAL003W	70	30	1	53
YAL003W	70	30	2	21
YAL003W	70	31	1	26
YAL003W	71	27	0	61
YAL003W	71	28	0	119
YAL003W	71	28	2	57
YAL003W	71	29	0	44
YAL003W	71	29	1	46
YAL003W	71	29	2	102
YAL003W	71	30	1	80
YAL003W	71	30	2	25
YAL003W	71	31	1	35
YAL003W	72	27	0	56
YAL003W	72	28	0	93
YAL003W	72	28	2	65
YAL003W	72	29	0	35
YAL003W	72	29	1	26
YAL003W	72	29	2	85
YAL003W	72	30	1	47
YAL003W	72	30	2	41
YAL003W	72	31	1	23
YAL003W	73	27	0	33
YAL003W	73	28	0	42
YAL003W	73	28	2	30
YAL003W	73	29	0	27
YAL003W	73	29	1	27
YAL003W	73	29	2	37
YAL003W	73	30	1	43
YAL003W	73	30	2	17
YAL003W	73	31	1	19
YAL003W	74	27	0	316
YAL003W	74	28	0	520
YAL003W	74	28	2	120
YAL003W	74	29	0	216
YAL003W	74	29	1	146
YAL003W	74	29	2	199
YAL003W	74	30	1	212
YAL003W	74	30	2	97
YAL003W	74	31	1	95
YAL003W	75	27	0	204
YAL003W	75	28	0	170
YAL003W	75	28	2	148
YAL003W	75	29	0	4
YAL003W	75	29	1	150
YAL003W	75	29	2	121
YAL003W	75	30	1	103
YAL003W	75	30	2	4
YAL003W	75	31	1	3
YAL003W	76	27	0	188
YAL003W	76	28	0	195
YAL003W	76	28	2	137
YAL003W	76	29	0	86
YAL003W	76	29	1	163
YAL003W	76	29	2	151
YAL003W	76	30	1	131
YAL003W	76	30	2	64
YAL003W	76	31	1	62
YAL003W	77	27	0	272
YAL003W	77	28	0	178
YAL003W	77	28	2	156
YAL003W	77	29	0	143
YAL003W	77	29	1	183
YAL003W	77	29	2	131
YAL003W	77	30	1	178
YAL003W	77	30	2	95
YAL003W	77	31	1	162
YAL003W	78	27	0	143
YAL003W	78	28	0	147
YAL003W	78	28	2	116
YAL003W	78	29	0	117
YAL003W	78	29	1	105
YAL003W	78	29	2	91
YAL003W	78	30	1	105
YAL003W	78	30	2	43
YAL003W	78	31	1	50
YAL003W	79	27	0	174
YAL003W	79	28	0	89
YAL003W	79	28	2	224
YAL003W	79	29	0	58
YAL003W	79	29	1	273
YAL003W	79	29	2	116
YAL003W	79	30	1	147
YAL003W	79	30	2	59
YAL003W	79	31	1	76
YAL003W	80	27	0	49
YAL003W	80	28	0	105
YAL003W	80	28	2	108
YAL003W	80	29	0	58
YAL003W	80	29	1	81
YAL003W	80	29	2	205
YAL003W	80	30	1	100
YAL003W	80	30	2	86
YAL003W	80	31	1	56
YAL003W	81	27	0	19
YAL003W	81	28	0	26
YAL003W	81	28	2	19
YAL003W	81	29	0	54
YAL003W	81	29	1	22
YAL003W	81	29	2	33
YAL003W	81	30	1	29
YAL003W	81	30	2	92
YAL003W	81	31	1	68
YAL003W	82	27	0	149
YAL003W	82	28	0	92
YAL003W	82	28	2	248
YAL003W	82	29	0	64
YAL003W	82	29	1	165
YAL003W	82	29	2	166
YAL003W	82	30	1	111
YAL003W	82	30	2	107
YAL003W	82	31	1	58
YAL003W	83	27	0	28
YAL003W	83	28	0	55
YAL003W	83	28	2	52
YAL003W	83	29	0	30
YAL003W	83	29	1	25
YAL003W	83	29	2	88
YAL003W	83	30	1	53
YAL003W	83	30	2	42
YAL003W	83	31	1	22
YAL003W	84	27	0	39
YAL003W	84	28	0	32
YAL003W	84	28	2	40
YAL003W	84	29	0	13
YAL003W	84	29	1	96
YAL003W	84	29	2	38
YAL003W	84	30	1	74
YAL003W	84	30	2	21
YAL003W	84	31	1	46
YAL003W	85	27	0	221
YAL003W	85	28	0	156
YAL003W	85	28	2	290
YAL003W	85	29	0	3
YAL003W	85	29	1	702
YAL003W	85	29	2	210
YAL003W	85	30	1	573
YAL003W	85	30	2	4
YAL003W	85	31	1	14
YAL003W	86	27	0	78
YAL003W	86	28	0	131
YAL003W	86	28	2	68
YAL003W	86	29	0	51
YAL003W	86	29	1	138
YAL003W	86	29	2	89
YAL003W	86	30	1	190
YAL003W	86	30	2	23
YAL003W	86	31	1	96
YAL003W	87	27	0	94
YAL003W	87	28	0	144
YAL003W	87	28	2	129
YAL003W	87	29	0	85
YAL003W	87	29	1	183
YAL003W	87	29	2	195
YAL003W	87	30	1	315
YAL003W	87	30	2	88
YAL003W	87	31	1	190
YAL003W	88	27	0	140
YAL003W	88	28	0	151
YAL003W	88	28	2	85
YAL003W	88	29	0	1
YAL003W	88	29	1	240
YAL003W	88	29	2	126
YAL003W	88	30	1	311
YAL003W	88	30	2	1
YAL003W	88	31	1	3
YAL003W	89	27	0	151
YAL003W	89	28	0	153
YAL003W	89	28	2	484
YAL003W	89	29	0	97
YAL003W	89	29	1	85
YAL003W	89	29	2	460
YAL003W	89	30	1	56
YAL003W	89	30	2	294
YAL003W	89	31	1	45
YAL003W	90	27	0	91
YAL003W	90	28	0	112
YAL003W	90	28	2	108
YAL003W	90	29	1	189
YAL003W	90	29	2	138
YAL003W	90	30	1	237
YAL003W	90	30	2	1
YAL003W	90	31	1	4
YAL003W	91	27	0	141
YAL003W	91	28	0	207
YAL003W	91	28	2	31
YAL003W	91	29	0	106
YAL003W	91	29	1	29
YAL003W	91	29	2	44
YAL003W	91	30	1	33
YAL003W	91	30	2	28
YAL003W	91	31	1	15
YAL003W	92	27	0	115
YAL003W	92	28	0	152
YAL003W	92	28	2	123
YAL003W	92	29	0	2
YAL003W	92	29	1	182
YAL003W	92	29	2	193
YAL003W	92	30	1	260
YAL003W	92	30	2	1
YAL003W	92	31	1	4
YAL003W	93	27	0	41
YAL003W	93	28	0	35
YAL003W	93	28	2	42
YAL003W	93	29	0	18
YAL003W	93	29	1	104
YAL003W	93	29	2	42
YAL003W	93	30	1	103
YAL003W	93	30	2	19
YAL003W	93	31	1	70
YAL003W	94	27	0	107
YAL003W	94	28	0	137
YAL003W	94	28	2	133
YAL003W	94	29	0	56
YAL003W	94	29	1	302
YAL003W	94	29	2	149
YAL003W	94	30	1	323
YAL003W	94	30	2	50
YAL003W	94	31	1	131
YAL003W	95	27	0	39
YAL003W	95	28	2	73
YAL003W	95	29	0	28
YAL003W	95	29	1	42
YAL003W	95	29	2	2
YAL003W	95	30	1	1
YAL003W	95	30	2	38
YAL003W	95	31	1	30
YAL003W	96	27	0	203
YAL003W	96	28	0	267
YAL003W	96	28	2	237
YAL003W	96	29	0	132
YAL003W	96	29	1	134
YAL003W	96	29	2	300
YAL003W	96	30	1	180
YAL003W	96	30	2	156
YAL003W	96	31	1	107
YAL003W	97	27	0	147
YAL003W	97	28	0	197
YAL003W	97	28	2	155
YAL003W	97	29	0	1
YAL003W	97	29	1	164
YAL003W	97	29	2	226
YAL003W	97	30	1	217
YAL003W	97	30	2	4
YAL003W	97	31	1	1
YAL003W	98	27	0	70
YAL003W	98	28	0	79
YAL003W	98	28	2	49
YAL003W	98	29	0	71
YAL003W	98	29	1	127
YAL003W	98	29	2	65
YAL003W	98	30	1	157
YAL003W	98	30	2	68
YAL003W	98	31	1	144
YAL003W	99	27	0	138
YAL003W	99	28	0	154
YAL003W	99	28	2	163
YAL003W	99	29	0	106
YAL003W	99	29	1	138
YAL003W	99	29	2	194
YAL003W	99	30	1	163
YAL003W	99	30	2	125
YAL003W	99	31	1	135
YAL003W	100	27	0	41
YAL003W	100	28	0	71
YAL003W	100	28	2	53
YAL003W	100	29	0	57
YAL003W	100	29	1	31
YAL003W	100	29	2	80
YAL003W	100	30	1	40
YAL003W	100	30	2	66
YAL003W	100	31	1	45
YAL003W	101	27	0	113
YAL003W	101	28	0	144
YAL003W	101	28	2	126
YAL003W	101	29	0	92
YAL003W	101	29	1	107
YAL003W	101	29	2	149
YAL003W	101	30	1	177
YAL003W	101	30	2	86
YAL003W	101	31	1	98
YAL003W	102	27	0	238
YAL003W	102	28	0	350
YAL003W	102	28	2	175
YAL003W	102	29	0	160
YAL003W	102	29	1	105
YAL003W	102	29	2	285
YAL003W	102	30	1	187
YAL003W	102	30	2	110
YAL003W	102	31	1	63
YAL003W	103	27	0	2
YAL003W	103	28	0	1
YAL003W	103	28	2	2
YAL003W	103	29	0	2
YAL003W	103	29	1	3
YAL003W	103	30	1	3
YAL003W	103	30	2	3
YAL003W	103	31	1	3
YAL003W	104	27	0	52
YAL003W	104	28	0	83
YAL003W	104	28	2	18
YAL003W	104	29	0	55
YAL003W	104	29	1	18
YAL003W	104	29	2	22
YAL003W	104	30	1	25
YAL003W	104	30	2	13
YAL003W	104	31	1	17
YAL003W	105	27	0	472
YAL003W	105	28	0	334
YAL003W	105	28	2	172
YAL003W	105	29	0	8
YAL003W	105	29	1	379
YAL003W	105	29	2	112
YAL003W	105	30	1	248
YAL003W	105	30	2	6
YAL003W	105	31	1	15
YAL003W	106	27	0	140
YAL003W	106	28	0	138
YAL003W	106	28	2	165
YAL003W	106	29	0	81
YAL003W	106	29	1	160
YAL003W	106	29	2	123
YAL003W	106	30	1	129
YAL003W	106	30	2	86
YAL003W	106	31	1	85
YAL003W	107	27	0	106
YAL003W	107	28	0	159
YAL003W	107	28	2	82
YAL003W	107	29	0	82
YAL003W	107	29	1	40
YAL003W	107	29	2	96
YAL003W	107	30	1	72
YAL003W	107	30	2	58
YAL003W	107	31	1	35
YAL003W	108	27	0	179
YAL003W	108	28	0	244
YAL003W	108	28	2	51
YAL003W	108	29	0	162
YAL003W	108	29	1	20
YAL003W	108	29	2	83
YAL003W	108	30	1	26
YAL003W	108	30	2	39
YAL003W	108	31	1	15
YAL003W	109	27	0	259
YAL003W	109	28	0	172
YAL003W	109	28	2	143
YAL003W	109	29	0	1
YAL003W	109	29	1	99
YAL003W	109	29	2	104
YAL003W	109	30	1	69
YAL003W	109	30	2	5
YAL003W	109	31	1	1
YAL003W	110	27	0	291
YAL003W	110	28	0	324
YAL003W	110	28	2	258
YAL003W	110	29	0	235
YAL003W	110	29	1	318
YAL003W	110	29	2	230
YAL003W	110	30	1	324
YAL003W	110	30	2	157
YAL003W	110	31	1	196
YAL003W	111	27	0	40
YAL003W	111	28	0	59
YAL003W	111	28	2	101
YAL003W	111	29	0	47
YAL003W	111	29	1	17
YAL003W	111	29	2	206
YAL003W	111	30	1	56
YAL003W	111	30	2	91
YAL003W	111	31	1	18
YAL003W	112	27	0	78
YAL003W	112	28	0	52
YAL003W	112	28	2	59
YAL003W	112	29	0	1
YAL003W	112	29	1	117
YAL003W	112	29	2	40
YAL003W	112	30	1	77
YAL003W	112	31	1	3
YAL003W	113	27	0	285
YAL003W	113	28	0	309
YAL003W	113	28	2	228
YAL003W	113	29	0	209
YAL003W	113	29	1	543
YAL003W	113	29	2	222
YAL003W	113	30	1	577
YAL003W	113	30	2	169
