transcript	cod_idx	length	frame	cts
YAL001C	98	28	0	2
YAL001C	98	29	0	1
YAL001C	98	29	2	1
YAL001C	98	30	1	3
YAL001C	98	30	2	1
YAL001C	98	31	1	1
YAL001C	99	27	0	1
YAL001C	99	28	0	1
YAL001C	99	30	1	1
YAL001C	102	28	0	1
YAL001C	102	30	1	1
YAL001C	103	27	0	2
YAL001C	103	28	0	1
YAL001C	103	29	1	1
YAL001C	103	29	2	2
YAL001C	104	28	0	2
YAL001C	104	28	2	2
YAL001C	104	29	0	1
YAL001C	104	29	1	2
YAL001C	104	29	2	2
YAL001C	104	30	2	4
YAL001C	104	31	1	1
YAL001C	107	27	0	2
YAL001C	107	28	0	1
YAL001C	107	28	2	4
YAL001C	107	29	1	1
YAL001C	107	30	2	1
YAL001C	110	27	0	3
YAL001C	110	28	2	1
YAL001C	110	29	0	2
YAL001C	110	29	2	1
YAL001C	110	30	1	1
YAL001C	110	30	2	1
YAL001C	110	31	1	1
YAL001C	111	27	0	7
YAL001C	111	28	0	5
YAL001C	111	29	0	2
YAL001C	111	29	2	1
YAL001C	112	28	2	1
YAL001C	112	29	2	1
YAL001C	112	30	2	1
YAL001C	113	28	0	1
YAL001C	113	29	0	4
YAL001C	113	29	2	1
YAL001C	113	30	2	1
YAL001C	113	31	1	2
YAL001C	115	28	2	1
YAL001C	117	27	0	1
YAL001C	117	28	2	4
YAL001C	117	29	0	1
YAL001C	117	29	2	2
YAL001C	117	30	2	3
YAL001C	117	31	1	1
YAL001C	118	29	2	1
YAL001C	118	30	1	1
YAL001C	119	27	0	3
YAL001C	119	28	0	3
YAL001C	119	29	0	2
YAL001C	119	29	1	1
YAL001C	120	27	0	2
YAL001C	120	28	0	2
YAL001C	120	28	2	2
YAL001C	120	29	1	2
YAL001C	120	29	2	2
YAL001C	120	30	1	2
YAL001C	120	30	2	1
YAL001C	121	27	0	1
YAL001C	121	28	0	1
YAL001C	121	29	0	1
YAL001C	121	29	1	3
YAL001C	121	29	2	7
YAL001C	121	30	1	2
YAL001C	121	31	1	2
YAL001C	122	28	0	1
YAL001C	122	28	2	2
YAL001C	122	29	1	2
YAL001C	122	30	1	1
YAL001C	123	27	0	3
YAL001C	123	28	0	4
YAL001C	123	29	0	1
YAL001C	123	29	2	3
YAL001C	123	30	2	1
YAL001C	126	27	0	2
YAL001C	126	28	0	6
YAL001C	126	28	2	1
YAL001C	126	29	0	1
YAL001C	126	29	1	2
YAL001C	126	29	2	3
YAL001C	126	30	2	3
YAL001C	126	31	1	1
YAL001C	128	27	0	1
YAL001C	129	27	0	7
YAL001C	129	28	0	15
YAL001C	129	28	2	1
YAL001C	129	29	0	5
YAL001C	129	29	1	3
YAL001C	129	30	1	1
YAL001C	129	30	2	2
YAL001C	129	31	1	3
YAL001C	130	28	0	1
YAL001C	130	31	1	1
YAL001C	131	27	0	2
YAL001C	131	28	0	7
YAL001C	131	29	0	2
YAL001C	131	30	1	1
YAL001C	131	31	1	1
YAL001C	132	28	2	7
YAL001C	132	29	2	3
YAL001C	133	27	0	1
YAL001C	133	28	0	2
YAL001C	133	29	1	2
YAL001C	133	29	2	1
YAL001C	134	29	2	3
YAL001C	134	30	2	1
YAL001C	134	31	1	1
YAL001C	135	27	0	2
YAL001C	135	28	2	2
YAL001C	135	29	2	1
YAL001C	135	31	1	1
YAL001C	136	28	2	1
YAL001C	136	29	1	1
YAL001C	136	30	2	1
YAL001C	137	28	0	1
YAL001C	137	29	0	1
YAL001C	137	29	1	1
YAL001C	137	29	2	2
YAL001C	137	31	1	1
YAL001C	138	28	2	2
YAL001C	138	29	2	1
YAL001C	139	28	2	1
YAL001C	139	29	0	1
YAL001C	139	29	1	1
YAL001C	139	30	1	1
YAL001C	140	27	0	2
YAL001C	140	28	0	2
YAL001C	140	28	2	1
YAL001C	140	29	1	1
YAL001C	140	29	2	1
YAL001C	140	30	1	1
YAL001C	141	28	0	2
YAL001C	141	29	1	1
YAL001C	141	30	1	1
YAL001C	143	27	0	8
YAL001C	143	28	0	7
YAL001C	143	28	2	3
YAL001C	143	29	0	1
YAL001C	143	30	2	1
YAL001C	144	27	0	8
YAL001C	144	28	0	1
YAL001C	144	28	2	2
YAL001C	144	29	0	1
YAL001C	144	29	1	3
YAL001C	144	30	1	1
YAL001C	144	30	2	1
YAL001C	146	30	1	1
YAL001C	147	27	0	7
YAL001C	147	28	0	7
YAL001C	147	28	2	6
YAL001C	147	29	0	3
YAL001C	147	29	1	2
YAL001C	147	29	2	4
YAL001C	147	30	1	4
YAL001C	147	30	2	9
YAL001C	147	31	1	1
YAL001C	148	28	0	1
YAL001C	148	28	2	1
YAL001C	148	29	1	1
YAL001C	148	29	2	2
YAL001C	148	30	2	1
YAL001C	148	31	1	3
YAL001C	149	28	2	2
YAL001C	149	30	1	1
YAL001C	150	28	0	2
YAL001C	150	28	2	1
YAL001C	150	29	0	2
YAL001C	150	29	1	3
YAL001C	150	30	1	2
YAL001C	151	27	0	1
YAL001C	151	28	0	6
YAL001C	151	28	2	2
YAL001C	151	29	0	1
YAL001C	151	29	1	1
YAL001C	151	29	2	8
YAL001C	151	30	1	2
YAL001C	151	30	2	1
YAL001C	152	27	0	2
YAL001C	152	28	0	2
YAL001C	152	28	2	1
YAL001C	152	29	0	1
YAL001C	152	29	1	2
YAL001C	152	30	1	1
YAL001C	153	27	0	2
YAL001C	153	29	0	1
YAL001C	153	30	2	1
YAL001C	154	27	0	2
YAL001C	154	28	0	2
YAL001C	154	29	2	2
YAL001C	154	31	1	1
YAL001C	155	27	0	1
YAL001C	155	28	0	2
YAL001C	156	28	0	5
YAL001C	156	29	0	1
YAL001C	157	27	0	4
YAL001C	157	28	0	4
YAL001C	157	28	2	5
YAL001C	157	29	0	2
YAL001C	157	29	2	7
YAL001C	157	30	2	4
YAL001C	158	28	0	2
YAL001C	158	29	2	4
YAL001C	158	30	1	2
YAL001C	158	30	2	1
YAL001C	158	31	1	2
YAL001C	160	27	0	1
YAL001C	160	28	0	1
YAL001C	160	28	2	5
YAL001C	160	29	0	1
YAL001C	160	29	2	7
YAL001C	160	30	2	4
YAL001C	160	31	1	1
YAL001C	161	27	0	2
YAL001C	161	28	0	5
YAL001C	161	28	2	1
YAL001C	161	29	0	3
YAL001C	161	29	1	1
YAL001C	161	29	2	2
YAL001C	161	30	1	2
YAL001C	161	31	1	4
YAL001C	162	27	0	1
YAL001C	162	29	0	1
YAL001C	162	30	1	1
YAL001C	163	28	0	2
YAL001C	163	28	2	1
YAL001C	163	29	2	1
YAL001C	166	27	0	1
YAL001C	166	28	0	2
YAL001C	166	29	2	1
YAL001C	169	27	0	2
YAL001C	169	28	0	6
YAL001C	169	28	2	2
YAL001C	169	29	0	1
YAL001C	169	29	1	2
YAL001C	169	29	2	1
YAL001C	171	27	0	4
YAL001C	171	28	0	3
YAL001C	171	28	2	2
YAL001C	171	29	0	1
YAL001C	171	29	1	3
YAL001C	171	29	2	1
YAL001C	171	30	2	1
YAL001C	172	27	0	2
YAL001C	172	28	2	5
YAL001C	172	29	0	2
YAL001C	172	29	1	2
YAL001C	172	29	2	8
YAL001C	172	30	1	2
YAL001C	172	30	2	5
YAL001C	172	31	1	1
YAL001C	174	28	2	2
YAL001C	174	29	0	4
YAL001C	174	29	1	1
YAL001C	174	29	2	2
YAL001C	174	31	1	2
YAL001C	175	28	2	2
YAL001C	175	30	1	1
YAL001C	176	29	0	1
YAL001C	176	29	2	1
YAL001C	176	30	1	1
YAL001C	177	29	0	1
YAL001C	177	31	1	1
YAL001C	178	27	0	2
YAL001C	178	28	2	3
YAL001C	178	29	0	1
YAL001C	178	29	2	3
YAL001C	178	30	1	1
YAL001C	178	30	2	5
YAL001C	178	31	1	1
YAL001C	180	28	0	2
YAL001C	180	28	2	2
YAL001C	180	29	2	3
YAL001C	180	30	2	1
YAL001C	181	27	0	4
YAL001C	181	28	0	1
YAL001C	181	28	2	3
YAL001C	181	29	0	1
YAL001C	181	29	1	1
YAL001C	181	29	2	3
YAL001C	181	30	1	3
YAL001C	181	30	2	4
YAL001C	181	31	1	3
YAL001C	182	27	0	5
YAL001C	182	28	0	8
YAL001C	182	29	0	4
YAL001C	182	29	1	1
YAL001C	182	29	2	2
YAL001C	182	30	1	3
YAL001C	184	27	0	3
YAL001C	184	28	2	5
YAL001C	184	29	0	4
YAL001C	184	29	1	1
YAL001C	184	29	2	24
YAL001C	184	30	2	17
YAL001C	184	31	1	1
YAL001C	185	27	0	2
YAL001C	185	28	2	2
YAL001C	185	29	1	1
YAL001C	185	29	2	1
YAL001C	187	27	0	3
YAL001C	187	29	0	2
YAL001C	187	30	1	1
YAL001C	187	30	2	1
YAL001C	187	31	1	1
YAL001C	188	27	0	2
YAL001C	188	28	2	5
YAL001C	188	29	0	1
YAL001C	188	30	1	1
YAL001C	188	30	2	2
YAL001C	189	27	0	2
YAL001C	189	28	0	1
YAL001C	189	28	2	1
YAL001C	189	29	2	2
YAL001C	190	27	0	7
YAL001C	190	28	0	12
YAL001C	190	28	2	10
YAL001C	190	29	0	2
YAL001C	190	29	2	10
YAL001C	190	30	1	4
YAL001C	190	30	2	1
YAL001C	191	28	0	1
YAL001C	191	29	2	5
YAL001C	191	30	1	1
YAL001C	191	30	2	4
YAL001C	192	27	0	1
YAL001C	193	27	0	1
YAL001C	193	28	0	2
YAL001C	193	29	0	2
YAL001C	193	29	1	1
YAL001C	193	29	2	4
YAL001C	193	30	1	2
YAL001C	193	30	2	3
YAL001C	193	31	1	1
YAL001C	195	28	2	1
YAL001C	196	28	0	2
YAL001C	196	29	0	1
YAL001C	196	29	2	2
YAL001C	196	30	1	1
YAL001C	196	30	2	1
YAL001C	197	27	0	2
YAL001C	197	28	0	1
YAL001C	197	28	2	1
YAL001C	197	29	0	5
YAL001C	197	30	2	2
YAL001C	197	31	1	1
YAL001C	198	28	2	1
YAL001C	198	29	0	1
YAL001C	198	29	2	1
YAL001C	198	30	1	1
YAL001C	200	29	1	1
YAL001C	202	27	0	2
YAL001C	202	28	0	5
YAL001C	202	28	2	4
YAL001C	202	29	0	2
YAL001C	202	29	2	8
YAL001C	202	30	1	1
YAL001C	202	30	2	4
YAL001C	203	29	0	1
YAL001C	203	30	2	1
YAL001C	204	28	0	4
YAL001C	204	28	2	2
YAL001C	204	29	1	4
YAL001C	204	29	2	1
YAL001C	204	30	1	2
YAL001C	204	30	2	2
YAL001C	204	31	1	1
YAL001C	205	27	0	2
YAL001C	205	28	0	4
YAL001C	205	28	2	6
YAL001C	205	29	0	2
YAL001C	205	29	1	2
YAL001C	205	29	2	10
YAL001C	205	30	1	1
YAL001C	205	30	2	5
YAL001C	206	27	0	4
YAL001C	206	28	0	2
YAL001C	206	28	2	3
YAL001C	206	29	0	2
YAL001C	206	30	1	1
YAL001C	206	30	2	2
YAL001C	206	31	1	1
YAL001C	207	27	0	1
YAL001C	207	28	0	3
YAL001C	207	29	0	1
YAL001C	208	27	0	1
YAL001C	208	28	0	1
YAL001C	208	29	2	1
YAL001C	208	30	2	1
YAL001C	209	27	0	10
YAL001C	209	28	0	8
YAL001C	209	28	2	5
YAL001C	209	29	0	12
YAL001C	209	29	1	1
YAL001C	209	29	2	8
YAL001C	209	30	2	6
YAL001C	209	31	1	1
YAL001C	210	28	0	7
YAL001C	210	29	0	1
YAL001C	210	29	1	2
YAL001C	210	29	2	1
YAL001C	210	30	1	1
YAL001C	211	27	0	4
YAL001C	211	28	0	2
YAL001C	211	28	2	1
YAL001C	211	29	0	1
YAL001C	211	29	1	1
YAL001C	212	28	0	1
YAL001C	212	28	2	2
YAL001C	212	29	1	1
YAL001C	212	30	1	1
YAL001C	213	28	0	4
YAL001C	213	28	2	3
YAL001C	213	29	1	2
YAL001C	213	30	1	3
YAL001C	213	30	2	2
YAL001C	213	31	1	1
YAL001C	214	27	0	2
YAL001C	214	28	0	2
YAL001C	214	28	2	2
YAL001C	214	29	0	2
YAL001C	214	29	1	5
YAL001C	214	29	2	1
YAL001C	214	30	1	7
YAL001C	214	30	2	2
YAL001C	214	31	1	4
YAL001C	215	28	0	4
YAL001C	215	29	0	1
YAL001C	215	29	2	1
YAL001C	216	28	0	4
YAL001C	216	28	2	1
YAL001C	216	29	2	1
YAL001C	217	27	0	1
YAL001C	217	28	2	1
YAL001C	217	29	2	2
YAL001C	217	30	1	1
YAL001C	217	31	1	1
YAL001C	219	28	0	1
YAL001C	219	29	2	4
YAL001C	220	28	0	1
YAL001C	220	31	1	1
YAL001C	223	27	0	3
YAL001C	223	28	0	2
YAL001C	223	28	2	3
YAL001C	223	29	1	2
YAL001C	223	29	2	6
YAL001C	223	30	2	6
YAL001C	223	31	1	2
YAL001C	225	28	0	1
YAL001C	226	27	0	1
YAL001C	226	28	0	1
YAL001C	226	30	1	1
YAL001C	227	28	0	1
YAL001C	227	30	1	1
YAL001C	228	27	0	4
YAL001C	228	28	0	4
YAL001C	228	28	2	6
YAL001C	228	29	0	1
YAL001C	228	29	1	1
YAL001C	228	29	2	4
YAL001C	228	30	2	1
YAL001C	229	28	0	3
YAL001C	229	28	2	2
YAL001C	229	29	0	4
YAL001C	229	29	2	1
YAL001C	230	28	0	1
YAL001C	230	28	2	1
YAL001C	231	27	0	3
YAL001C	231	28	0	2
YAL001C	231	28	2	1
YAL001C	231	29	0	5
YAL001C	231	29	2	2
YAL001C	231	30	1	1
YAL001C	231	30	2	2
YAL001C	232	27	0	1
YAL001C	232	30	2	2
YAL001C	234	28	0	3
YAL001C	234	29	0	2
YAL001C	234	29	2	1
YAL001C	234	30	1	1
YAL001C	235	27	0	4
YAL001C	235	28	0	7
YAL001C	235	28	2	7
YAL001C	235	29	1	2
YAL001C	235	29	2	4
YAL001C	235	30	1	1
YAL001C	235	30	2	6
YAL001C	236	27	0	3
YAL001C	236	28	0	1
YAL001C	236	28	2	1
YAL001C	236	29	0	1
YAL001C	236	29	2	4
YAL001C	236	30	2	2
YAL001C	238	29	2	2
YAL001C	239	27	0	3
YAL001C	239	28	0	2
YAL001C	239	28	2	15
YAL001C	239	29	0	1
YAL001C	239	29	1	2
YAL001C	239	29	2	9
YAL001C	239	30	1	2
YAL001C	239	30	2	7
YAL001C	239	31	1	1
YAL001C	240	29	1	3
YAL001C	242	27	0	2
YAL001C	242	28	0	3
YAL001C	242	28	2	12
YAL001C	242	29	0	1
YAL001C	242	29	1	2
YAL001C	242	29	2	5
YAL001C	242	30	2	3
YAL001C	243	29	2	2
YAL001C	244	30	1	1
YAL001C	244	31	1	1
YAL001C	245	28	0	1
YAL001C	245	29	1	1
YAL001C	246	29	1	1
YAL001C	247	27	0	5
YAL001C	247	28	0	4
YAL001C	247	28	2	6
YAL001C	247	29	0	6
YAL001C	247	29	1	1
YAL001C	247	30	2	4
YAL001C	247	31	1	1
YAL001C	248	28	0	2
YAL001C	248	29	0	1
YAL001C	249	27	0	1
YAL001C	249	28	0	1
YAL001C	249	28	2	1
YAL001C	249	29	1	2
YAL001C	249	29	2	1
YAL001C	249	30	1	2
YAL001C	249	31	1	1
YAL001C	250	27	0	1
YAL001C	250	28	0	1
YAL001C	250	28	2	2
YAL001C	250	29	0	1
YAL001C	250	29	1	2
YAL001C	250	30	1	1
YAL001C	250	31	1	1
YAL001C	251	27	0	5
YAL001C	251	28	2	11
YAL001C	251	29	1	15
YAL001C	251	29	2	6
YAL001C	251	30	1	5
YAL001C	251	31	1	4
YAL001C	252	31	1	1
YAL001C	253	27	0	1
YAL001C	253	28	2	4
YAL001C	253	29	0	1
YAL001C	253	29	2	1
YAL001C	253	30	1	1
YAL001C	253	31	1	1
YAL001C	254	27	0	5
YAL001C	254	28	0	3
YAL001C	254	28	2	2
YAL001C	254	29	0	6
YAL001C	254	29	1	3
YAL001C	254	30	1	1
YAL001C	254	31	1	1
YAL001C	255	27	0	1
YAL001C	255	28	0	3
YAL001C	255	29	0	1
YAL001C	255	29	2	1
YAL001C	256	27	0	3
YAL001C	256	28	0	5
YAL001C	256	28	2	5
YAL001C	256	29	0	3
YAL001C	256	29	2	5
YAL001C	256	30	1	2
YAL001C	256	30	2	1
YAL001C	258	27	0	1
YAL001C	258	28	2	1
YAL001C	258	29	1	1
YAL001C	258	30	1	2
YAL001C	258	30	2	1
YAL001C	258	31	1	2
YAL001C	259	27	0	4
YAL001C	259	28	0	3
YAL001C	259	28	2	4
YAL001C	259	29	0	1
YAL001C	259	29	1	5
YAL001C	259	29	2	7
YAL001C	259	30	1	3
YAL001C	259	30	2	6
YAL001C	259	31	1	8
YAL001C	260	27	0	2
YAL001C	260	28	0	2
YAL001C	260	29	0	3
YAL001C	260	29	2	2
YAL001C	260	31	1	1
YAL001C	262	27	0	3
YAL001C	262	28	0	6
YAL001C	262	29	0	2
YAL001C	262	29	1	1
YAL001C	262	29	2	1
YAL001C	263	27	0	6
YAL001C	263	29	0	2
YAL001C	264	28	0	1
YAL001C	264	29	0	1
YAL001C	265	29	1	1
YAL001C	266	27	0	3
YAL001C	266	28	0	3
YAL001C	266	28	2	3
YAL001C	266	29	0	1
YAL001C	266	29	1	3
YAL001C	266	29	2	2
YAL001C	266	30	1	5
YAL001C	267	27	0	1
YAL001C	267	28	0	1
YAL001C	267	29	0	3
YAL001C	267	29	1	2
YAL001C	267	29	2	3
YAL001C	267	30	1	1
